"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WESD","WESF","WSFG"
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-02",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-03",,,"0.05","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-04",,,"0.09","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-05",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-06",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-07",,,"0.01","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-08",,,"0.47","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-09",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-10",,,"0.37","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-11",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-12",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-13",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-14",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-15",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-16",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-17",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-18",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-19",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-20",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-21",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-22",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-23",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-24",,,"0.21","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-25",,,"0.47","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-26",,,"0.06","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-27",,,"0.02","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-28",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-29",,,"0.03","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-04-30",,,"0.30","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-05-01",,,"0.20","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000044","PORT COQUITLAM 2.7 NE, BC CA","2021-05-02",,,"0.00","0.0","0.0",,,,,"0.0","0.0",
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-01",,,"0.44",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-02",,,"0.23",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-03",,,"0.69",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-04",,,"0.32",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-05",,,"0.49",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-06",,,"0.66",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-07",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-08",,,"0.11",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-09",,,"0.28",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-10",,,"0.09",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-11",,,"0.03",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-12",,,"1.17",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-13",,,"0.61",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-14",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-15",,,"0.06",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-16",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-17",,,"0.07",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-18",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-19",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-20",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-21",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-22",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-23",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-24",,,"0.02",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-25",,,"0.48",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-26",,,"0.03",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-27",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-28",,,"0.14",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-29",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-30",,,"0.05",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-01-31",,,"0.06",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-01",,,"1.28",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-02",,,"0.79",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-03",,,"0.17",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-04",,,"0.06",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-05",,,"0.45",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-06",,,"0.08",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-07",,,"0.07",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-08",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-09",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-10",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-11",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-12",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-13",,,"0.12","1.2",,,,,,,"0.1",
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-14",,,"0.25","3.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-15",,,"0.49","1.5",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-16",,,"0.19",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-17",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-18",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-19",,,"0.17",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-20",,,"0.14",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-21",,,"0.11",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-22",,,"0.33",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-23",,,"0.04",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-24",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-25",,,"0.19",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-26",,,"0.02",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-27",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-02-28",,,"0.27",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-01",,,"0.03",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-02",,,"0.02",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-03",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-04",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-05",,,"0.12",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-06",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-07",,,"0.03",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-08",,,"0.06",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-09",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-10",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-11",,,"0.01",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-12",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-13",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-14",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-15",,,"0.15",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-16",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-17",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-18",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-19",,,"0.17",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-20",,,"0.02",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-21",,,"0.06",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-22",,,"0.35",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-23",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-24",,,"0.36",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-25",,,"0.33",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-26",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-27",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-28",,,"0.14",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-29",,,"0.27",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-30",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-03-31",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-01",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-02",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-03",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-04",,,"0.05",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-05",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-06",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-07",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-08",,,"0.24",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-09",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-10",,,"0.11",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-11",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-12",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-13",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-15",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-16",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-17",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-18",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-19",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-20",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-21",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-22",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-23",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-24",,,"0.06",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-25",,,"0.24","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-26",,,"0.02",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-27",,,"0.00",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-28",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-29",,,"0.01",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-04-30",,,"0.11",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-05-01",,,"0.16",,,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-05-02",,,"0.00","0.0",,,,,,,,
"US1WAWC0029","CUSTER 3.0 NNW, WA US","2021-05-03",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-01",,,"0.86",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-02",,,"0.55",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-03",,,"0.75",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-04",,,"0.63",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-05",,,"0.40",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-06",,,"1.46",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-07",,,"0.02",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-08",,,"0.32",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-09",,,"0.08",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-10",,,"0.29",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-11",,,"0.35",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-12",,,"0.91",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-13",,,"0.75",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-14",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-15",,,"0.25",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-16",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-17",,,"0.21",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-18",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-19",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-20",,,"0.01",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-21",,,"0.02",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-22",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-23",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-24",,,"0.07",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-25",,,"0.68",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-26",,,"0.05",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-27",,,"0.03",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-28",,,"0.09",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-29",,,"0.03",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-30",,,"0.05",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-01-31",,,"0.21",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-01",,,"0.46",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-02",,,"1.17",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-03",,,"0.22",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-04",,,"0.02",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-05",,,"0.43",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-06",,,"0.18",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-07",,,"0.02",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-08",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-09",,,"0.05",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-10",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-11",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-12",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-13",,,"0.13",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-14",,,"0.07",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-15",,,"0.59",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-16",,,"0.10",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-17",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-18",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-19",,,"0.22",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-20",,,"0.05",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-21",,,"0.29",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-22",,,"0.28",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-23",,,"0.01",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-24",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-25",,,"0.57",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-26",,,"0.07",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-27",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-02-28",,,"0.23",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-01",,,"0.08",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-02",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-03",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-04",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-05",,,"0.39",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-06",,,"0.05",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-07",,,"0.12",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-08",,,"0.07",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-09",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-10",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-11",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-12",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-13",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-14",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-15",,,"0.14",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-16",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-17",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-18",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-19",,,"0.49",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-20",,,"0.36",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-21",,,"0.07",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-22",,,"0.62",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-23",,,"0.02",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-24",,,"0.35",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-25",,,"0.33",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-26",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-27",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-28",,,"0.16",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-29",,,"0.13",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-30",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-03-31",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-01",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-02",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-03",,,"0.02",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-04",,,"0.07",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-05",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-06",,,"0.00","0.0",,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-07",,,"0.07",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-08",,,"0.20",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-09",,,"0.00",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-10",,,"0.11",,,,,,,,,
"CA1BC000067","VANCOUVER 1.1 NNE, BC CA","2021-04-11",,,"0.00","0.0",,,,,,,,
